example_id,query,action,crime_type,area,time_window,language
AG-06979,Search reports about Robbery & Dacoity in Hebbal in the last 30 days,search_cases,Robbery & Dacoity,Hebbal,last_30_days,en
AG-08622,ಎಂಜಿ ರಸ್ತೆದಲ್ಲಿ ಈ ವಾರ ಕಾನೂನುಬಾಹಿರ ಸಭೆ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Unlawful Assembly,MG Road,this_week,kn
AG-02713,Find FIR records for Unlawful Assembly near Jayanagar this year,search_cases,Unlawful Assembly,Jayanagar,this_year,en
AG-03465,Analyze hotspot evidence for Cyber Crime at Yelahanka this year,show_hotspots,Cyber Crime,Yelahanka,this_year,en
AG-07308,ಬಿಟಿಎಂ ಲೇಔಟ್ ಪ್ರದೇಶದ ಕೋಮು ಅಪರಾಧ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Communal Offences,BTM Layout,all,kn
AG-01249,How many Property Theft incidents occurred at BTM Layout today?,search_cases,Property Theft,BTM Layout,today,en
AG-08342,ಮಾರತಹಳ್ಳಿದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ನಡೆದ ಭೂ ವಿವಾದ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Land Disputes,Marathahalli,last_30_days,kn
AG-03283,How many Assault & Violence incidents occurred at Electronic City in the last 30 days?,search_cases,Assault & Violence,Electronic City,last_30_days,en
AG-05570,ಇಂದಿರಾನಗರ ಪ್ರದೇಶದ ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ವರದಿಗಳನ್ನು ಕಳೆದ ತಿಂಗಳು ಹುಡುಕಿ,search_cases,Robbery & Dacoity,Indiranagar,last_month,kn
AG-02410,ರಾಜಾಜಿನಗರ ಸಮೀಪ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Robbery & Dacoity,Rajajinagar,last_30_days,kn
AG-08578,ಬಿಟಿಎಂ ಲೇಔಟ್ ಸುತ್ತಮುತ್ತ ಈ ವರ್ಷ ವಾಹನ ಕಳ್ಳತನ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Vehicle Theft,BTM Layout,this_year,kn
AG-02699,Investigate connected suspects in Domestic Violence cases near Silk Board last month,investigate_network,Domestic Violence,Silk Board,last_month,en
AG-05744,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ ಪ್ರದೇಶದ ವಂಚನೆ ಮತ್ತು ಮೋಸ ವರದಿಗಳನ್ನು ಈ ವಾರ ಹುಡುಕಿ,search_cases,Fraud & Cheating,Silk Board,this_week,kn
AG-06834,ಕೆಆರ್ ಮಾರ್ಕೆಟ್ದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Robbery & Dacoity,KR Market,last_30_days,kn
AG-00659,Investigate connected suspects in Eve Teasing cases near Silk Board,investigate_network,Eve Teasing,Silk Board,all,en
AG-09592,ಬನ್ನೇರುಘಟ್ಟ ರಸ್ತೆ ಸಮೀಪ ಇಂದು ಹಲ್ಲೆ ಮತ್ತು ಹಿಂಸಾಚಾರ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Assault & Violence,Bannerghatta Road,today,kn
AG-04820,ಮಲ್ಲೇಶ್ವರಂ ಪ್ರದೇಶದ ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ವರದಿಗಳನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಹುಡುಕಿ,search_cases,Child Offences,Malleshwaram,last_30_days,kn
AG-09994,ರಾಜಾಜಿನಗರ ಪ್ರದೇಶದ ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಈ ವಾರ ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Robbery & Dacoity,Rajajinagar,this_week,kn
AG-02767,Search reports about Narcotics in Whitefield last month,search_cases,Narcotics,Whitefield,last_month,en
AG-02838,ಬಸವನಗುಡಿದಲ್ಲಿ ಇಂದು ಮಹಿಳಾ ಕಿರುಕುಳ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Eve Teasing,Basavanagudi,today,kn
AG-05119,Find FIR records for Robbery & Dacoity near HSR Layout,search_cases,Robbery & Dacoity,HSR Layout,all,en
AG-04049,Find repeat accused links for Fraud & Cheating in BTM Layout today,investigate_network,Fraud & Cheating,BTM Layout,today,en
AG-09807,Map danger zones for Missing Persons in Whitefield this week,show_hotspots,Missing Persons,Whitefield,this_week,en
AG-09078,ಮೈಸೂರು ರಸ್ತೆ ಸಮೀಪದ ಕೊಲೆ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಪರಿಶೀಲಿಸಿ,investigate_network,Murder,Mysuru Road,last_30_days,kn
AG-01202,ಎಂಜಿ ರಸ್ತೆ ಪ್ರದೇಶದ ಕಾನೂನುಬಾಹಿರ ಸಭೆ ವರದಿಗಳನ್ನು ಕಳೆದ ತಿಂಗಳು ಹುಡುಕಿ,search_cases,Unlawful Assembly,MG Road,last_month,kn
AG-09683,Find repeat accused links for Fraud & Cheating in Indiranagar last month,investigate_network,Fraud & Cheating,Indiranagar,last_month,en
AG-01064,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ದಲ್ಲಿ ನಡೆದ ಕಾನೂನುಬಾಹಿರ ಸಭೆ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Unlawful Assembly,Silk Board,all,kn
AG-06882,ಕೆಆರ್ ಮಾರ್ಕೆಟ್ದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Domestic Violence,KR Market,last_30_days,kn
AG-00457,How many Child Offences incidents occurred at Indiranagar this year?,search_cases,Child Offences,Indiranagar,this_year,en
AG-02083,Search reports about Land Disputes in Mysuru Road today,search_cases,Land Disputes,Mysuru Road,today,en
AG-00172,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿ ಸುತ್ತಮುತ್ತ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಕಾನೂನುಬಾಹಿರ ಸಭೆ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Unlawful Assembly,Electronic City,last_30_days,kn
AG-09799,Show Cyber Crime cases in Bannerghatta Road last month,search_cases,Cyber Crime,Bannerghatta Road,last_month,en
AG-01279,How many Murder incidents occurred at Electronic City in the last 30 days?,search_cases,Murder,Electronic City,last_30_days,en
AG-03690,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ಹಲ್ಲೆ ಮತ್ತು ಹಿಂಸಾಚಾರ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Assault & Violence,Silk Board,last_month,kn
AG-07520,ಎಂಜಿ ರಸ್ತೆದಲ್ಲಿ ಈ ವರ್ಷ ಎಷ್ಟು ಆಸ್ತಿ ಕಳ್ಳತನ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Property Theft,MG Road,this_year,kn
AG-09999,Analyze hotspot evidence for Communal Offences at KR Market last month,show_hotspots,Communal Offences,KR Market,last_month,en
AG-02032,ಮಾರತಹಳ್ಳಿದಲ್ಲಿ ಇಂದು ಆಸ್ತಿ ಕಳ್ಳತನ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Property Theft,Marathahalli,today,kn
AG-08841,Which high-risk areas near Whitefield have Land Disputes last month?,show_hotspots,Land Disputes,Whitefield,last_month,en
AG-06570,ಬಿಟಿಎಂ ಲೇಔಟ್ದಲ್ಲಿ ವಾಹನ ಕಳ್ಳತನ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Vehicle Theft,BTM Layout,all,kn
AG-01175,Find repeat accused links for Unlawful Assembly in HSR Layout in the last 30 days,investigate_network,Unlawful Assembly,HSR Layout,last_30_days,en
AG-02069,Show the accused and FIR network for Unlawful Assembly at Whitefield this week,investigate_network,Unlawful Assembly,Whitefield,this_week,en
AG-07709,Find repeat accused links for Missing Persons in Whitefield,investigate_network,Missing Persons,Whitefield,all,en
AG-07550,ಕೆಆರ್ ಮಾರ್ಕೆಟ್ ಪ್ರದೇಶದ ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ವರದಿಗಳನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಹುಡುಕಿ,search_cases,Robbery & Dacoity,KR Market,last_30_days,kn
AG-06014,ಯಶವಂತಪುರದಲ್ಲಿ ಈ ವರ್ಷ ನಡೆದ ಕಾನೂನುಬಾಹಿರ ಸಭೆ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Unlawful Assembly,Yeshwantpur,this_year,kn
AG-08209,Show Land Disputes cases in Bannerghatta Road this week,search_cases,Land Disputes,Bannerghatta Road,this_week,en
AG-05449,How many Property Theft incidents occurred at Electronic City today?,search_cases,Property Theft,Electronic City,today,en
AG-07282,ಹೆಬ್ಬಾಳ ಸುತ್ತಮುತ್ತ ಈ ವಾರ ಕೋಮು ಅಪರಾಧ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Communal Offences,Hebbal,this_week,kn
AG-07411,Show Robbery & Dacoity cases in MG Road this week,search_cases,Robbery & Dacoity,MG Road,this_week,en
AG-01749,Analyze hotspot evidence for Communal Offences at Yeshwantpur this week,show_hotspots,Communal Offences,Yeshwantpur,this_week,en
AG-03137,Show the accused and FIR network for Unlawful Assembly at Marathahalli this year,investigate_network,Unlawful Assembly,Marathahalli,this_year,en
AG-09203,Investigate connected suspects in Child Offences cases near RT Nagar this week,investigate_network,Child Offences,RT Nagar,this_week,en
AG-04309,Show Narcotics cases in Silk Board,search_cases,Narcotics,Silk Board,all,en
AG-07743,Map danger zones for Missing Persons in RT Nagar last month,show_hotspots,Missing Persons,RT Nagar,last_month,en
AG-04960,ಮೈಸೂರು ರಸ್ತೆ ಸಮೀಪ ಈ ವರ್ಷ ಆಸ್ತಿ ಕಳ್ಳತನ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Property Theft,Mysuru Road,this_year,kn
AG-02089,How many Property Theft incidents occurred at Yelahanka this week?,search_cases,Property Theft,Yelahanka,this_week,en
AG-02876,ಎಚ್‌ಎಸ್‌ಆರ್ ಲೇಔಟ್ ಸಮೀಪದ ಭೂ ವಿವಾದ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಹುಡುಕಿ,search_cases,Land Disputes,HSR Layout,last_30_days,kn
AG-00173,Which repeat offenders connect Narcotics cases in Marathahalli in the last 30 days?,investigate_network,Narcotics,Marathahalli,last_30_days,en
AG-02854,ಕೆಆರ್ ಮಾರ್ಕೆಟ್ ಸುತ್ತಮುತ್ತ ಈ ವರ್ಷ ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Child Offences,KR Market,this_year,kn
AG-04598,ಇಂದಿರಾನಗರ ಸಮೀಪದ ವಾಹನ ಕಳ್ಳತನ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಈ ವರ್ಷ ಹುಡುಕಿ,search_cases,Vehicle Theft,Indiranagar,this_year,kn
AG-05488,ಬಿಟಿಎಂ ಲೇಔಟ್ ಸುತ್ತಮುತ್ತ ಇಂದು ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Domestic Violence,BTM Layout,today,kn
AG-01912,ಆರ್‌ಟಿ ನಗರ ಪ್ರದೇಶದ ವಂಚನೆ ಮತ್ತು ಮೋಸ ಹಾಟ್‌ಸ್ಪಾಟ್ ಸಾಕ್ಷ್ಯವನ್ನು ಇಂದು ವಿಶ್ಲೇಷಿಸಿ,show_hotspots,Fraud & Cheating,RT Nagar,today,kn
AG-04719,Analyze hotspot evidence for Property Theft at Basavanagudi in the last 30 days,show_hotspots,Property Theft,Basavanagudi,last_30_days,en
AG-08033,Show the accused and FIR network for Vehicle Theft at Whitefield in the last 30 days,investigate_network,Vehicle Theft,Whitefield,last_30_days,en
AG-07464,ಬಸವನಗುಡಿದಲ್ಲಿ ಈ ವಾರ ಕೋಮು ಅಪರಾಧ ಆರೋಪಿ ಮತ್ತು ಎಫ್‌ಐಆರ್ ಜಾಲವನ್ನು ತೋರಿಸಿ,investigate_network,Communal Offences,Basavanagudi,this_week,kn
AG-01402,ಮಾರತಹಳ್ಳಿ ಸಮೀಪ ಕಳೆದ ತಿಂಗಳು ಕೊಲೆ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Murder,Marathahalli,last_month,kn
AG-05719,Show Land Disputes cases in Mysuru Road today,search_cases,Land Disputes,Mysuru Road,today,en
AG-00288,ರಾಜಾಜಿನಗರದಲ್ಲಿ ಈ ವರ್ಷ ಮಕ್ಕಳ ವಿರುದ್ಧದ ಅಪರಾಧ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Child Offences,Rajajinagar,this_year,kn
AG-03998,ಕೆಆರ್ ಮಾರ್ಕೆಟ್ದಲ್ಲಿ ಈ ವರ್ಷ ನಡೆದ ವಂಚನೆ ಮತ್ತು ಮೋಸ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Fraud & Cheating,KR Market,this_year,kn
AG-06007,Find FIR records for Murder near Jayanagar last month,search_cases,Murder,Jayanagar,last_month,en
AG-07179,Map danger zones for Narcotics in Electronic City,show_hotspots,Narcotics,Electronic City,all,en
AG-07513,Find FIR records for Communal Offences near Mysuru Road this week,search_cases,Communal Offences,Mysuru Road,this_week,en
AG-02155,Find FIR records for Robbery & Dacoity near HSR Layout today,search_cases,Robbery & Dacoity,HSR Layout,today,en
AG-06019,Show Missing Persons cases in Malleshwaram this week,search_cases,Missing Persons,Malleshwaram,this_week,en
AG-00652,ಬಿಟಿಎಂ ಲೇಔಟ್ದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ಮಹಿಳಾ ಕಿರುಕುಳ ಅಪಾಯ ವಲಯಗಳನ್ನು ನಕ್ಷೆಯಲ್ಲಿ ತೋರಿಸಿ,show_hotspots,Eve Teasing,BTM Layout,last_month,kn
AG-09143,Which repeat offenders connect Missing Persons cases in Malleshwaram this year?,investigate_network,Missing Persons,Malleshwaram,this_year,en
AG-09115,Show Vehicle Theft cases in Jayanagar this week,search_cases,Vehicle Theft,Jayanagar,this_week,en
AG-06723,Map danger zones for Murder in Mysuru Road this week,show_hotspots,Murder,Mysuru Road,this_week,en
AG-01418,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿದಲ್ಲಿ ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಎಷ್ಟು ಕೋಮು ಅಪರಾಧ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Communal Offences,Electronic City,last_30_days,kn
AG-01625,Show the accused and FIR network for Child Offences at Mysuru Road this week,investigate_network,Child Offences,Mysuru Road,this_week,en
AG-01331,Show the accused and FIR network for Robbery & Dacoity at MG Road today,investigate_network,Robbery & Dacoity,MG Road,today,en
AG-07285,Search reports about Domestic Violence in HSR Layout this year,search_cases,Domestic Violence,HSR Layout,this_year,en
AG-04716,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ ಸಮೀಪದ ವಾಹನ ಕಳ್ಳತನ ಪ್ರಕರಣಗಳ ಸಂಪರ್ಕಿತ ಶಂಕಿತರನ್ನು ಇಂದು ಪರಿಶೀಲಿಸಿ,investigate_network,Vehicle Theft,Silk Board,today,kn
AG-01341,Which high-risk areas near Jayanagar have Land Disputes ?,show_hotspots,Land Disputes,Jayanagar,all,en
AG-07824,ಬಿಟಿಎಂ ಲೇಔಟ್ದಲ್ಲಿ ದರೋಡೆ ಮತ್ತು ಡಕಾಯಿತಿ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Robbery & Dacoity,BTM Layout,all,kn
AG-02669,Which repeat offenders connect Communal Offences cases in Malleshwaram ?,investigate_network,Communal Offences,Malleshwaram,all,en
AG-03431,Which repeat offenders connect Unlawful Assembly cases in KR Market this year?,investigate_network,Unlawful Assembly,KR Market,this_year,en
AG-03856,ಯಶವಂತಪುರ ಸಮೀಪ ಈ ವರ್ಷ ಆಸ್ತಿ ಕಳ್ಳತನ ಹೆಚ್ಚಿನ ಅಪಾಯದ ಪ್ರದೇಶಗಳು ಯಾವುವು?,show_hotspots,Property Theft,Yeshwantpur,this_year,kn
AG-08696,ಸಿಲ್ಕ್ ಬೋರ್ಡ್ದಲ್ಲಿ ಕಳೆದ ತಿಂಗಳು ನಡೆದ ಕೊಲೆ ಪ್ರಕರಣಗಳನ್ನು ತೋರಿಸಿ,search_cases,Murder,Silk Board,last_month,kn
AG-03263,Find repeat accused links for Fraud & Cheating in Koramangala in the last 30 days,investigate_network,Fraud & Cheating,Koramangala,last_30_days,en
AG-05358,ಕೋರಮಂಗಲ ಪ್ರದೇಶದ ಮಹಿಳಾ ಕಿರುಕುಳ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Eve Teasing,Koramangala,last_30_days,kn
AG-01145,Find repeat accused links for Vehicle Theft in Indiranagar last month,investigate_network,Vehicle Theft,Indiranagar,last_month,en
AG-06021,Show Communal Offences hotspots around BTM Layout today,show_hotspots,Communal Offences,BTM Layout,today,en
AG-02408,ಕೋರಮಂಗಲದಲ್ಲಿ ಈ ವಾರ ಎಷ್ಟು ಆಸ್ತಿ ಕಳ್ಳತನ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Property Theft,Koramangala,this_week,kn
AG-06357,Analyze hotspot evidence for Robbery & Dacoity at KR Market last month,show_hotspots,Robbery & Dacoity,KR Market,last_month,en
AG-09744,ಮಲ್ಲೇಶ್ವರಂದಲ್ಲಿ ಕೋಮು ಅಪರಾಧ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳ ಸಂಪರ್ಕ ಹುಡುಕಿ,investigate_network,Communal Offences,Malleshwaram,all,kn
AG-08188,ಮಾರತಹಳ್ಳಿ ಸುತ್ತಮುತ್ತ ಈ ವಾರ ಮಾದಕ ವಸ್ತು ಅಪರಾಧ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Narcotics,Marathahalli,this_week,kn
AG-05651,Investigate connected suspects in Eve Teasing cases near Whitefield in the last 30 days,investigate_network,Eve Teasing,Whitefield,last_30_days,en
AG-09758,ಯಶವಂತಪುರ ಪ್ರದೇಶದ ಹಲ್ಲೆ ಮತ್ತು ಹಿಂಸಾಚಾರ ವರದಿಗಳನ್ನು ಕಳೆದ 30 ದಿನಗಳಲ್ಲಿ ಹುಡುಕಿ,search_cases,Assault & Violence,Yeshwantpur,last_30_days,kn
AG-06530,ವೈಟ್‌ಫೀಲ್ಡ್ ಸಮೀಪದ ಮಹಿಳಾ ಕಿರುಕುಳ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಕಳೆದ ತಿಂಗಳು ಹುಡುಕಿ,search_cases,Eve Teasing,Whitefield,last_month,kn
AG-08092,ಹೆಬ್ಬಾಳ ಸುತ್ತಮುತ್ತ ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ಹಾಟ್‌ಸ್ಪಾಟ್‌ಗಳನ್ನು ತೋರಿಸಿ,show_hotspots,Domestic Violence,Hebbal,all,kn
AG-09707,Investigate connected suspects in Child Offences cases near Basavanagudi in the last 30 days,investigate_network,Child Offences,Basavanagudi,last_30_days,en
AG-05761,Find FIR records for Unlawful Assembly near Indiranagar this week,search_cases,Unlawful Assembly,Indiranagar,this_week,en
AG-08664,ಯಶವಂತಪುರ ಪ್ರದೇಶದ ಮಹಿಳಾ ಕಿರುಕುಳ ಪ್ರಕರಣಗಳನ್ನು ಸಂಪರ್ಕಿಸುವ ಪುನರಾವರ್ತಿತ ಆರೋಪಿಗಳು ಯಾರು?,investigate_network,Eve Teasing,Yeshwantpur,this_week,kn
AG-02414,ಎಲೆಕ್ಟ್ರಾನಿಕ್ ಸಿಟಿದಲ್ಲಿ ಎಷ್ಟು ಕೊಲೆ ಘಟನೆಗಳು ನಡೆದಿವೆ?,search_cases,Murder,Electronic City,all,kn
AG-04909,How many Domestic Violence incidents occurred at Yelahanka in the last 30 days?,search_cases,Domestic Violence,Yelahanka,last_30_days,en
AG-05625,Which high-risk areas near Basavanagudi have Land Disputes ?,show_hotspots,Land Disputes,Basavanagudi,all,en
AG-01928,ಆರ್‌ಟಿ ನಗರ ಸಮೀಪದ ಕೌಟುಂಬಿಕ ಹಿಂಸಾಚಾರ ಎಫ್‌ಐಆರ್ ದಾಖಲೆಗಳನ್ನು ಇಂದು ಹುಡುಕಿ,search_cases,Domestic Violence,RT Nagar,today,kn
